target_variable,status,source_columns,expression,notes,lookup_table
participant_id,in_progress,,,,
wave,in_progress,,,,
data_year,in_progress,,,,
age_years,in_progress,,,,
sex,in_progress,,,,
country,in_progress,,,,
ethnicity,in_progress,,,,
indigenous,in_progress,,,,
minority,in_progress,,,,
ses_area,in_progress,,,,
maternal_education,in_progress,,,,
st_measure_type,in_progress,,,,
st_measure_name,in_progress,,,,
st_watch_wd,in_progress,,,,
st_watch_we,in_progress,,,,
st_watch,in_progress,,,,
st_game_wd,in_progress,,,,
st_game_we,in_progress,,,,
st_game,in_progress,,,,
st_comp_wd,in_progress,,,,
st_comp_we,in_progress,,,,
st_comp,in_progress,,,,
st_phone_wd,in_progress,,,,
st_phone_we,in_progress,,,,
st_phone,in_progress,,,,
st_game_comp_wd,in_progress,,,,
st_game_comp_we,in_progress,,,,
st_game_comp,in_progress,,,,
st_game_console_wd,in_progress,,,,
st_game_console_we,in_progress,,,,
st_game_console,in_progress,,,,
st_game_handheldconsole_wd,in_progress,,,,
st_game_handheldconsole_we,in_progress,,,,
st_game_handheldconsole,in_progress,,,,
st_game_active_wd,in_progress,,,,
st_game_active_we,in_progress,,,,
st_game_active,in_progress,,,,
st_game_phone_wd,in_progress,,,,
st_game_phone_we,in_progress,,,,
st_game_phone,in_progress,,,,
st_comp_nongaming_wd,in_progress,,,,
st_comp_nongaming_we,in_progress,,,,
st_comp_nongaming,in_progress,,,,
st_tablet_wd,in_progress,,,,
st_tablet_we,in_progress,,,,
st_tablet,in_progress,,,,
wb_mwb_wemwbs,in_progress,,,,
beh_hyper_basc2,in_progress,,,,
beh_atten_basc2,in_progress,,,,
mh_anx_basc2,in_progress,,,,
mh_dep_basc2,in_progress,,,,
cog_execfunc_basc2,in_progress,,,,
wb_resil_basc2,in_progress,,,,
cog_langexec_nepsy,in_progress,,,,
cog_phono_nepsy,in_progress,,,,
cog_inhibcont_nepsy,in_progress,,,,
cog_vismotor_nepsy,in_progress,,,,
cog_verbalfluency_nepsy,in_progress,,,,
beh_selfreg_htks,in_progress,,,,
wb_emotsc_basc2,in_progress,,,,
