target_variable,status,source_columns,expression,notes,lookup_table,measure
participant_id,inferred,,as.character(seq_len(nrow(tbl))),No participant ID in file; row position used as key (tidier keeps row order). Not linkable to source records.,,
wave,unavailable,,,"Single cross-sectional survey (April 2020). 'Before COVID' items are same-sitting retrospective recall, mapped as measure 'recall', not a wave.",,
data_year,inferred,,2020,"No collection-date column. Fielded April 2020, per Ellis, Dumas & Forbes (2020, doi:10.1037/cbs0000215) and Dumas, Ellis & Litt (2020, doi:10.1016/j.jadohealth.2020.06.018).",,
rct_arm,unavailable,,,"Observational, not a trial.",,
survey_weight,in_progress,,,,,
survey_strata,in_progress,,,,,
survey_cluster,in_progress,,,,,
age_years,compatible,Age,"na_if(as.numeric(haven::zap_labels(Age)), 0)","'How old are you?' (16, 17, 18, 19, other). Codes are ages directly; 0 ('other', unused) zapped to NA. Sample restricted to 16-19 (Instagram recruitment, parental-consent rules).",,
sex,compatible,GENDER,"recode_values(as.numeric(haven::zap_labels(GENDER)), 1 ~ ""Male"", 2 ~ ""Female"", c(3, 4) ~ ""Other"", default = ""Unknown"")","'What is your gender?' (identity, not sex at birth). Transgender and self-describe to Other, so transgender boys and girls are not in Male/Female; 'Prefer not to answer' to Unknown.",,
country,inferred,,"""Canada""","No country column. Inferred Canadian from investigator institutions and Instagram recruitment (Ellis, Dumas & Forbes 2020, doi:10.1037/cbs0000215).",,
state,unavailable,,,"Australian states only; Canadian sample, no province column.",,
ethnicity,compatible,"Ethnicity, Ethnicity_7_TEXT","coalesce(
  if_else(
    as.numeric(haven::zap_labels(Ethnicity)) == 7,
    lookup_values(trimws(Ethnicity_7_TEXT), lookup_ethnicity_other, default = ""Other""),
    NA_character_
  ),
  lookup_values(
    haven::as_factor(Ethnicity),
    lookup_ethnicity,
    dataset_id = spec$dataset_id,
    target_variable = ""ethnicity""
  )
)","Single choice, 'the group with which you identify most'. Shared lookup; 'Other' free text resolved first via ethnicity_other (recovers Asian/Mixed/Black), unmatched stays Other. lookup_ethnicity is declared on the minority row (bindings are file-wide).",ethnicity_other,
indigenous,proximate,"Ethnicity, Ethnicity_7_TEXT","case_when(
  as.numeric(haven::zap_labels(Ethnicity)) == 6 ~ ""Indigenous"",
  grepl(""M\u00e9tis"", Ethnicity_7_TEXT) ~ ""Indigenous"",
  as.numeric(haven::zap_labels(Ethnicity)) == 8 ~ ""Unknown"",
  .default = ""Non-Indigenous""
)","No Indigenous-identity question; from the single-choice ethnicity item ('Aboriginal/North American Indian', or Metis in free text). Anyone identifying most with another group counts Non-Indigenous, so likely undercounted. 'Prefer not to answer' to Unknown.",,
minority,proximate,Ethnicity,"recode_values(
  lookup_values(
    haven::as_factor(Ethnicity),
    lookup_ethnicity,
    dataset_id = spec$dataset_id,
    target_variable = ""ethnicity""
  ),
  ""White"" ~ ""Non-minority"",
  ""Unknown"" ~ ""Unknown"",
  default = ""Minority""
)","From coded ethnicity (no free-text refinement): White = Non-minority, 'Prefer not to answer' = Unknown, else Minority. Proximate: counts Aboriginal and mixed European-heritage respondents as minority, unlike Statistics Canada's 'visible minority'.",ethnicity,
immigrant_background,unavailable,,,No country-of-birth or migration item.,,
born_in_country,in_progress,,,,,
ses_area,unavailable,,,No neighbourhood or area measure.,,
ses_household,unavailable,,,"No household income, parental occupation or affluence item.",,
ses_household_measure,unavailable,,,No household SES measure to describe.,,
ses_hukou,unavailable,,,Not applicable outside China.,,
maternal_education,unavailable,,,No parental education item.,,
paternal_education,unavailable,,,No parental education item.,,
parental_education,unavailable,,,No parental education item.,,
urbanicity,unavailable,,,No urban/rural item.,,
family_structure,proximate,"LiveMotherFather, LiveMotherOnly, LiveFatherOnly, LiveMotherStepFather, LiveFatherStepMother, LiveDiffHomes, LiveGrandparentsRelatives, LiveFosterCare, LiveAlone, LiveOther","case_when(
  !is.na(LiveMotherStepFather) | !is.na(LiveFatherStepMother) ~ ""Step family"",
  !is.na(LiveMotherFather) ~ ""Two biological/adoptive parents"",
  !is.na(LiveMotherOnly) | !is.na(LiveFatherOnly) | !is.na(LiveDiffHomes) ~ ""Single parent"",
  !is.na(LiveGrandparentsRelatives) | !is.na(LiveFosterCare) | !is.na(LiveAlone) | !is.na(LiveOther) ~ ""Other"",
  .default = ""Unknown""
)","'Who do you currently live with? (i.e., isolating with)', 10 tick boxes; priority step-parent > both parents > lone parent > other. Two homes, equal time = Single parent; only-'Other' free text not parsed (some name a parent); no ticks = Unknown. Proximate: household tick list; lockdown co-isolation may not be the usual home.",,
fam_screenrules,in_progress,,,,,
fam_bedroomscreen,in_progress,,,,,
fam_parentstress,in_progress,,,,,
fam_parentstress_measure,in_progress,,,,,
school_grade,unavailable,,,No school year or grade item.,,
st_measure_type,inferred,,"""Categorical""",All screen-time items are banded; none in open hours/minutes.,,
