target_variable,status,source_columns,expression,notes,lookup_table
participant_id,in_progress,,,,
wave,in_progress,,,,
data_year,in_progress,,,,
rct_arm,in_progress,,,,
age_years,in_progress,,,,
sex,in_progress,,,,
country,in_progress,,,,
state,in_progress,,,,
ethnicity,in_progress,,,,
indigenous,in_progress,,,,
minority,in_progress,,,,
ses_area,in_progress,,,,
ses_household,in_progress,,,,
ses_household_measure,in_progress,,,,
maternal_education,in_progress,,,,
paternal_education,in_progress,,,,
parental_education,in_progress,,,,
urbanicity,in_progress,,,,
family_structure,in_progress,,,,
school_grade,in_progress,,,,
st_measure_type,in_progress,,,,
st_measure_name,in_progress,,,,
st_responder,in_progress,,,,
st_total_wd,in_progress,,,,
st_total_we,in_progress,,,,
st_total,in_progress,,,,
st_watch_wd,in_progress,,,,
st_watch_we,in_progress,,,,
st_watch,in_progress,,,,
st_game_wd,in_progress,,,,
st_game_we,in_progress,,,,
st_game,in_progress,,,,
st_game_comp_wd,in_progress,,,,
st_game_comp_we,in_progress,,,,
st_game_comp,in_progress,,,,
st_game_console_wd,in_progress,,,,
st_game_console_we,in_progress,,,,
st_game_console,in_progress,,,,
st_game_handheldconsole_wd,in_progress,,,,
st_game_handheldconsole_we,in_progress,,,,
st_game_handheldconsole,in_progress,,,,
st_game_active_wd,in_progress,,,,
st_game_active_we,in_progress,,,,
st_game_active,in_progress,,,,
st_game_phone_wd,in_progress,,,,
st_game_phone_we,in_progress,,,,
st_game_phone,in_progress,,,,
st_game_tablet_wd,in_progress,,,,
st_game_tablet_we,in_progress,,,,
st_game_tablet,in_progress,,,,
st_comp_nongaming_wd,in_progress,,,,
st_comp_nongaming_we,in_progress,,,,
st_comp_nongaming,in_progress,,,,
st_comp_wd,in_progress,,,,
st_comp_we,in_progress,,,,
st_comp,in_progress,,,,
st_tablet_wd,in_progress,,,,
st_tablet_we,in_progress,,,,
st_tablet,in_progress,,,,
st_phone_wd,in_progress,,,,
st_phone_we,in_progress,,,,
st_phone,in_progress,,,,
st_socmedia_wd,in_progress,,,,
st_socmedia_we,in_progress,,,,
st_socmedia,in_progress,,,,
st_educational_wd,in_progress,,,,
st_educational_we,in_progress,,,,
st_educational,in_progress,,,,
st_internet_wd,in_progress,,,,
st_internet_we,in_progress,,,,
st_internet,in_progress,,,,
st_total_school,in_progress,,,,
st_educational_school,in_progress,,,,
st_comp_school,in_progress,,,,
st_tablet_school,in_progress,,,,
st_internet_school,in_progress,,,,
st_phone_school,in_progress,,,,
acc_academachment_selfrated,in_progress,,,,
acc_academachment_lettergrades,in_progress,,,,
acc_academachment_stdtest,in_progress,,,,
acc_schoolengage_caresschool,in_progress,,,,
acc_schoolengage_homework,in_progress,,,,
acc_academachment_numgrades,in_progress,,,,
acc_academachment_teacherrated,in_progress,,,,
acc_numeracy_stdtest,in_progress,,,,
acc_literacy_stdtest,in_progress,,,,
beh_hyper_basc2,in_progress,,,,
beh_atten_basc2,in_progress,,,,
beh_atten_self,in_progress,,,,
beh_selfreg_htks,in_progress,,,,
beh_bullied,in_progress,,,,
beh_beenbullied,in_progress,,,,
beh_fight,in_progress,,,,
beh_conduct_sdq_parent,in_progress,,,,
beh_hyper_sdq_parent,in_progress,,,,
beh_peerprob_sdq_parent,in_progress,,,,
beh_prosocial_sdq_parent,in_progress,,,,
beh_aggphys_bpaq_self,in_progress,,,,
beh_aggverb_bpaq_self,in_progress,,,,
beh_agganger_bpaq_self,in_progress,,,,
beh_agghostility_bpaq_self,in_progress,,,,
beh_agg_self,in_progress,,,,
beh_argues,in_progress,,,,
beh_persistence_finishwork,in_progress,,,,
beh_emotreg_stayscalm,in_progress,,,,
beh_peerprob_makefriends,in_progress,,,,
beh_conduct_diagnosed,in_progress,,,,
beh_conduct_diagnosed_severity,in_progress,,,,
beh_conduct_sdq_self,in_progress,,,,
beh_hyper_sdq_self,in_progress,,,,
beh_peerprob_sdq_self,in_progress,,,,
beh_prosocial_sdq_self,in_progress,,,,
beh_conduct_sdq_teacher,in_progress,,,,
beh_hyper_sdq_teacher,in_progress,,,,
beh_peerprob_sdq_teacher,in_progress,,,,
beh_prosocial_sdq_teacher,in_progress,,,,
beh_ext_sdq_parent,in_progress,,,,
beh_ext_sdq_self,in_progress,,,,
beh_ext_sdq_teacher,in_progress,,,,
cog_execfunc_basc2,in_progress,,,,
cog_langexec_nepsy,in_progress,,,,
cog_phono_nepsy,in_progress,,,,
cog_inhibcont_nepsy,in_progress,,,,
cog_vismotor_nepsy,in_progress,,,,
cog_verbalfluency_nepsy,in_progress,,,,
cog_inhib_nihtb_flanker,in_progress,,,,
cog_flex_nihtb_dccs,in_progress,,,,
cog_wm_nihtb_listsort,in_progress,,,,
cog_speed_nihtb_pattern,in_progress,,,,
cog_epimem_nihtb_picseq,in_progress,,,,
cog_vocab_nihtb_picvocab,in_progress,,,,
cog_fluidcomp_nihtb,in_progress,,,,
